D1,D2,D3
0.6455,0.671,0.681057506
0.199013889,0.194333333,0.152225352
0.852,0.953,0.849548008
0.356,0.332833333,0.191090173
0.25,0.1545,0.512704543
0.414,0.521142857,0.558193773
0.31,0.3512,0.374662473
0.808,0.8892,0.825176292
0.878,0.892,0.869744979
0.689333333,0.738,0.795995446
0.993,0.996,0.908146635
0.854,0.94,0.77016752
0.385818182,0.5207,0.671398778
0.979083333,0.985587121,0.865185275
0.380892857,0.329340709,0.531596893
0.526,0.584666667,0.541821482
0.72,0.866,0.745036851
0.436338462,0.3145,0.367587898
0.465458333,0.3264,0.668386368
0.228,0.117,0.208527851
0.69,0.708333333,0.618717574
0.774,0.874666667,0.733276254
0.784,0.861866667,0.800309519
0.394666667,0.1075,0.717061116
0.558412629,0.572290476,0.60991284
0.128,0.130571429,0.166797325
0.342,0.592,0.186622972
0.2674,0.14634023,0.147947381
0.507333333,0.608666667,0.314801264
0.384,0.376,0.336317555
0.956,0.977666667,0.837933921
0.4245,0.505111111,0.436026403
0.256732673,0.1709,0.188529898
0.182,0.13,0.13811803
0.976,0.9836,0.904224264
0.908666667,0.975634799,0.738603921
0.975333333,0.990382468,0.853678609
0.431,0.387,0.243560698
0.91575,0.994,0.792358315
0.6092,0.758666667,0.668344859
0.341066667,0.331833333,0.26499018
0.92,0.986,0.893848637
0.5005,0.61,0.472534207
0.79,0.842,0.796504921
0.547,0.576333333,0.711650553
0.904,0.829333333,0.88645734
0.270333333,0.159166667,0.238447983
0.808666667,0.934,0.754079038
0.0757,0.028133333,0.110003667
0.932,0.908,0.870022788
0.5573,0.626666667,0.548974136
0.9,0.992,0.85524181
0.23,0.092,0.418093531
0.826,0.902,0.863061982
0.8376,0.95,0.791704355
0.23819697,0.137882334,0.246762146
0.297,0.318,0.292989621
0.626,0.688,0.749240597
0.556,0.58,0.597193191
0.454,0.464,0.308659516
0.572333333,0.570666667,0.610496674
0.993657143,0.993914887,0.890357252
0.512733333,0.537,0.682975422
0.4377,0.428444444,0.31008783
0.974,0.998,0.877240649
0.94,0.972,0.875319789
0.692,0.7295,0.769498423
0.128166667,0.067,0.186112024
0.918,0.921,0.903483305
0.504,0.25,0.463096462
0.240666667,0.153285714,0.172947907
0.993942857,0.98840695,0.890357252
0.702133333,0.877380159,0.76558217
0.845333333,0.825333333,0.850405331
0.27,0.331,0.375728026
0.098,0.104285714,0.145174434
0.224,0.291333333,0.199415795
0.574945455,0.522897619,0.666940795
0.867,0.855,0.872974407
0.412,0.416,0.544679111
0.804,0.83,0.704881754
0.459,0.403,0.532008721
0.1095,0.063,0.172755751
0.795333333,0.753654762,0.874421775
0.714,0.654,0.842167898
0.928666667,0.872933333,0.864493069
0.976666667,0.9682866,0.873617452
0.404,0.258,0.718460197
0.954533333,0.924618182,0.884965779
0.49,0.521,0.308451327
0.451,0.5437,0.462101209
0.808,0.73,0.90559192
0.255,0.109,0.285533161
0.0565,0.023,0.171831449
0.016,0.002,0.107470403
0.488,0.2744,0.616494136
0.882,0.92,0.843089658
0.448,0.342,0.231043403
0.208333333,0.187,0.15309401
0.056666667,0.007694444,0.138793115
0.698,0.734,0.796867485
0.482,0.426,0.344606931
0.330666667,0.344,0.263866605
0.3455,0.2945,0.206844509
0.191333333,0.216166667,0.153389845
0.661,0.548,0.694045484
0.75,0.797166667,0.837156416
0.762,0.887,0.836046544
0.3905,0.323,0.254349052
0.334774123,0.289426768,0.23889409
0.29393975,0.287681169,0.572275324
0.646666667,0.58,0.81926833
0.104,0.046666667,0.259866594
0.932,0.95,0.810610555
0.695,0.7701,0.870470834
0.35,0.376,0.163206993
0.8865,0.914911111,0.818300119
0.785075817,0.846205046,0.752611141
0.867,0.904,0.823359077
0.726,0.942,0.575530579
0.498,0.668333333,0.374034721
0.3475,0.336966667,0.306639883
0.9,0.946,0.748917194
0.466,0.39,0.23305655
0.791,0.923814286,0.381661039
0.1306,0.016,0.184935824
0.078,0.020961111,0.240541421
0.392,0.334,0.254799758
0.063,0.0255,0.109950642
0.086,0.052,0.104323737
0.805666667,0.742666667,0.84319417
0.46,0.546,0.462761082
0.374,0.438333333,0.355724391
0.680666667,0.681042857,0.813856713
0.756666667,0.751,0.751002943
0.323,0.336333333,0.250277411
0.409833333,0.593,0.209062421
0.367333333,0.268,0.288370456
0.532,0.528933333,0.2543038
0.492,0.477,0.300871698
0.905,0.822333333,0.868315238
0.064285714,0.010666667,0.160506893
0.835,0.782131602,0.765063911
0.466333333,0.311333333,0.544089991
0.748,0.73315942,0.844494333
0.624333333,0.8,0.812242437
0.732,0.7912,0.769238183
0.9688,0.996200558,0.832911486
0.324,0.321,0.326718423
0.298333333,0.224333333,0.222349054
0.276,0.139,0.24315787
0.829,0.768,0.865933772
0.471811905,0.698,0.578878441
0.762333333,0.842666667,0.661501223
0.36,0.414,0.486877085
0.332,0.345666667,0.238371578
0.122,0.08,0.136671994
0.93,0.916,0.886787162
0.295109524,0.317199206,0.18269464
0.763333333,0.792,0.855303891
0.43,0.352,0.418705517
0.786,0.7525,0.846351748
0.798,0.829566667,0.735921837
0.535,0.354333333,0.393610145
0.812,0.862,0.817583055
0.462,0.449,0.523983072
0.852,0.904,0.790373259
0.644,0.512,0.742551217
0.7785,0.867,0.836482382
0.74,0.8785,0.339595212
0.161666667,0.081,0.180703443
0.6835,0.7045,0.835224242
0.4308,0.4782,0.299115229
0.448333333,0.362,0.305463058
0.248,0.19992381,0.164909353
0.296,0.310666667,0.261940895
0.555333333,0.398,0.809493693
0.43,0.521,0.744756
0.885333333,0.861333333,0.831066942
0.904,0.972,0.854767983
0.487666667,0.482666667,0.348851781
0.593733333,0.373031602,0.729623025
0.321,0.21025,0.24272688
0.634,0.577333333,0.561806241
0.312,0.1875,0.677864859
0.166,0.132,0.156532722
0.078833333,0.034333333,0.0890042
0.808,0.936,0.779726229
0.263333333,0.122666667,0.412604183
0.53,0.469,0.417372881
0.87,0.97,0.82286903
0.87,0.956,0.798480609
0.111,0.074392857,0.196461023
0.812185714,0.891911752,0.824591186
0.463333333,0.485,0.705188847
0.3865,0.4028,0.396918288
0.908,0.954,0.870598724
0.892,0.93,0.872427735
0.918,0.835166667,0.892712624
0.102583333,0.042761905,0.150625391
0.293,0.334333333,0.172904577
0.384,0.4089,0.235089075
0.201185714,0.085119456,0.159962639
0.4623,0.506414141,0.607695284
0.817,0.933,0.811349598
0.692,0.704,0.357274902
0.466,0.451,0.272231535
0.978,0.984,0.904240932
0.808666667,0.86,0.860203818
0.896,0.862,0.844279419
0.54,0.442666667,0.365700634
0.8665,0.954333333,0.771641861
0.794484848,0.892333333,0.778208699
0.718804736,0.749382814,0.735959069
0.388,0.457,0.657396265
0.71,0.679166667,0.695043362
0.262,0.252,0.163288888
0.41,0.516,0.319835989
0.985333333,0.997818182,0.872176338
0.8825,0.773816667,0.815228196
0.6415,0.7145,0.787157219
0.214666667,0.218833333,0.197592321
0.838,0.786,0.854576387
0.4645,0.465,0.493205503
0.744333333,0.835809524,0.757524175
0.89,0.967,0.818433676
0.872666667,0.939,0.890301879
0.241333333,0.14808,0.242661152
0.876,0.938,0.8268535
0.91,0.92045,0.845514827
0.868166667,0.90610303,0.809454923
0.642,0.342,0.802694378
0.985333333,1,0.894966653
0.923,0.974,0.875166586
0.498777778,0.752740597,0.371611188
0.841,0.862,0.824757936
0.572,0.548,0.662521097
0.553,0.463,0.302533473
0.438,0.371071429,0.257015476
0.810066667,0.721888889,0.873418904
0.805,0.777615079,0.844447062
0.282,0.415,0.594164361
0.226866667,0.189333333,0.213500602
0.254666667,0.318697479,0.158398956
0.272,0.3424,0.503133556
0.526,0.525,0.694088532
0.531116667,0.598245166,0.636475083
0.127,0.102666667,0.149374993
0.258333333,0.289,0.21549355
0.51,0.58,0.771277877
0.95,0.974,0.886478626
0.414,0.370666667,0.351568111
0.423849817,0.411957937,0.688694257
0.915,0.96,0.827365826
0.627066667,0.780333333,0.680739641
0.289514286,0.264649784,0.163708347
0.87,0.823,0.880710793
0.95,0.899,0.899870949
0.692,0.818,0.56993559
0.866,0.92,0.841936057
0.470666667,0.519666667,0.294900964
0.208,0.052,0.159677194
0.747833333,0.894,0.807924972
0.314,0.334,0.25460008
0.535333333,0.604,0.292462161
0.274547619,0.127389827,0.252855042
0.819333333,0.904166667,0.853582005
0.602,0.675,0.656542701
0.9,0.881,0.856242837
0.484,0.5164,0.811904132
0.6345,0.637,0.761470347
0.177,0.1022,0.203242118
0.972,0.977807578,0.898428869
0.528,0.553,0.346286865
0.811512821,0.782026639,0.862411718
0.802,0.9,0.729103017
0.86,0.95,0.844829291
0.692,0.789862069,0.695536839
0.824,0.768,0.81821858
0.564333333,0.611666667,0.793237959
0.8888,0.9436,0.883147775
0.26275,0.220945455,0.435007015
0.286163492,0.146569141,0.316223182
0.972333333,0.993399567,0.888703583
0.1712,0.1035,0.178572634
0.591,0.572,0.699367967
0.268,0.213,0.234524623
0.455333333,0.459166667,0.247326421
0.81,0.797689655,0.813185305
0.113142857,0.127833333,0.159090421
0.152772222,0.093503546,0.129456206
0.8335,0.912214286,0.652134926
0.452,0.396,0.346256918
0.644,0.801,0.599685618
0.017953846,0.007400866,0.107870583
0.126666667,0.101666667,0.12866711
0.452,0.304,0.463096462
0.976,0.996,0.897063641
0.421333333,0.397,0.271149936
0.899533333,0.940409307,0.820718966
0.946,0.9672,0.897332714
0.2812,0.333,0.162034709
0.946,0.983,0.892739849
0.162,0.038416667,0.135861079
0.816833983,0.794347619,0.831157862
0.542,0.35,0.745541609
0.7175,0.796,0.736005271
0.816333333,0.778333333,0.84142842
0.169,0.042,0.222627565
0.2785,0.223285714,0.229027951
0.736,0.842,0.407913701
0.872666667,0.86,0.872469437
0.256,0.244285714,0.203556794
0.698,0.88175,0.792865706
0.2608,0.144037218,0.207973205
0.004,0,0.089110124
0.148952381,0.158,0.128158395
0.494984848,0.468381124,0.603430889
0.4455,0.461,0.39076368
0.860714286,0.922,0.858209911
0.7595,0.713433333,0.765583674
0.770333333,0.859369697,0.762045224
0.5044,0.463066667,0.662780194
0.828,0.858,0.850511279
0.2585,0.226666667,0.215001581
0.936,0.971,0.887209079
0.718,0.705,0.793656462
0.878,0.878,0.838807472
0.926,0.966,0.81227783
0.656,0.707,0.494365796
0.173393939,0.160291129,0.238483816
0.272,0.1855,0.624361111
0.728,0.802,0.349372191
0.823529412,0.955366667,0.777560034
0.199333333,0.147128291,0.18569544
0.1,0.098,0.16465505
0.832,0.862,0.878038501
0.421,0.442266667,0.393085122
0.831666667,0.844166667,0.799301944
0.795,0.942,0.617074186
0.614,0.784,0.665380865
0.326,0.37,0.460553518
0.627666667,0.631247619,0.623886578
0.66,0.693,0.837940499
0.334666667,0.386,0.314065282
0.932833333,0.924,0.878718277
0.678,0.698666667,0.728643901
0.221614286,0.126845238,0.273169285
0.785,0.692,0.78750276
0.314,0.314,0.194116842
0.815,0.893,0.756007007
0.126,0.098,0.160617857
0.185873016,0.102333333,0.148946582
0.446,0.452,0.394952129
0.14,0.0776,0.177214036
0.875,0.838,0.89973792
0.881,0.968,0.841160733
0.088157509,0.050738095,0.114081137
0.7629,0.898544444,0.555618925
0.1235,0.099,0.198250504
0.6,0.610357143,0.443296015
0.9415,0.986,0.863211604
0.846666667,0.832,0.884264466
0.863333333,0.949742857,0.434375586
0.67,0.736,0.741639782
0.238,0.169866667,0.178930895
0.659892857,0.666642857,0.809397918
0.8691,0.953333333,0.844298865
0.66,0.735,0.810384875
0.737333333,0.722,0.778243549
0.894,0.978,0.738823937
0.718,0.749333333,0.775625653
0.71,0.818,0.701606761
0.493666667,0.648571429,0.58933937
0.9255,0.876,0.802579775
0.24,0.258901099,0.226223992
0.799964286,0.814090798,0.824016356
0.108222222,0.051440476,0.431908919
0.599714286,0.53,0.63995309
0.469166667,0.327,0.749114932
0.8,0.858,0.814520128
0.149111111,0.069133333,0.146839403
0.774,0.782,0.731598773
0.6222,0.36,0.818924035
0.7942,0.76,0.873542827
0.298,0.327,0.176690109
0.766,0.791333333,0.802480677
0.3685,0.39,0.222868159
0.14,0.126166667,0.306618162
0.438,0.478,0.551206316
0.0673,0.012316667,0.099142467
0.406,0.396,0.407090402
0.284,0.282,0.230571891
0.692,0.866,0.566990147
0.18478456,0.182866667,0.282627324
0.500666667,0.4395,0.469711729
0.796,0.908,0.772105269
0.032666667,0.05015,0.116124734
0.266,0.135333333,0.371316739
0.436,0.475333333,0.32728943
0.84,0.937,0.756343344
0.495638655,0.6486,0.546913875
0.302,0.305666667,0.217841475
0.856,0.926,0.871039523
0.7575,0.862666667,0.840260692
0.298,0.052,0.598661001
0.319333333,0.327333333,0.309307464
0.284,0.095,0.424615828
0.230666667,0.331,0.235152412
0.386,0.498,0.257071441
0.93,0.928,0.886333754
0.239333333,0.143057692,0.229074828
0.334,0.363,0.164517787
0.78,0.8,0.82193726
0.802,0.866166667,0.802229481
0.88,0.9262,0.860616869
0.526666667,0.58,0.644553174
0.243948052,0.163666667,0.249000866
0.128,0.079983333,0.124090555
0.95,0.9915,0.905555163
0.550966667,0.272083333,0.732163722
0.3636,0.44,0.323768398
0.145924242,0.032022222,0.224219831
0.496,0.639833333,0.594652662
0.721333333,0.8506,0.738346961
0.488457143,0.381666667,0.661676633
0.875,0.95,0.801012977
0.592666667,0.4572,0.683401589
0.859,0.99,0.821493455
0.761333333,0.7785,0.798264801
0.358,0.21,0.312453414
0.245477381,0.303515507,0.48363559
0.964,0.996,0.84329111
0.9095,0.964,0.855617679
0.288,0.214,0.308548512
0.86,0.948,0.753189799
0.07,0.044,0.101256162
0.976,0.99529798,0.873937267
0.0674,0.02,0.098967459
0.771,0.840428182,0.810018296
0.2115,0.1592,0.215659236
0.949,0.9798,0.878651135
0.45,0.442,0.373907661
0.426,0.430666667,0.271253566
0.3206,0.402,0.384797785
0.472,0.522,0.725983117
0.972,0.996,0.871562134
0.746,0.901,0.780240569
0.874,0.9282,0.822359801
0.388,0.376,0.26306486
0.454,0.240666667,0.234417649
0.639,0.653,0.656402379
0.45,0.44,0.578817019
0.785151515,0.89989127,0.786967306
0.885714286,0.777666667,0.853539957
0.388,0.378,0.415032072
0.934,0.903,0.88318385
0.885666667,0.945984848,0.84245931
0.918,0.982,0.77395658
0.052,0.017,0.120855592
0.715757576,0.789246154,0.779156528
0.3074,0.23578926,0.223749036
0.1892,0.155166667,0.135020614
0.743911111,0.768125452,0.668731666
0.394666667,0.286,0.455225139
0.6432,0.6655,0.667380013
0.682,0.5302,0.813174769
0.314,0.234333333,0.194597156
0.153833333,0.143055556,0.197511174
0.317,0.397536264,0.458553918
0.4367,0.324,0.714260663
0.5895,0.768,0.714642137
0.326,0.189,0.261310727
0.646416667,0.792,0.624236715
0.954,0.984,0.908991164
0.25,0.118,0.208388264
0.28,0.366,0.169231767
0.598,0.548666667,0.739695845
0.764,0.817666667,0.494288337
0.242,0.132,0.235658327
0.8248,0.82,0.818155441
0.597333333,0.669,0.736113289
0.799857143,0.926333333,0.826820678
0.75,0.788333333,0.870513024
0.414,0.433,0.257120455
0.26,0.216,0.156895279
0.788333333,0.822,0.783064513
0.258,0.244,0.154125354
0.082,0.0304,0.107505696
0.246274459,0.027690476,0.609938525
0.856,0.834333333,0.847280049
0.624,0.726,0.49587657
0.355666667,0.332666667,0.374958014
0.9325,0.889166667,0.882606824
0.614,0.453333333,0.743885417
0.054666667,0.032,0.152635911
0.405,0.4564,0.285934364
0.3,0.366,0.201965013
0.888,0.954,0.815680621
0.738666667,0.7955,0.799462703
0.2995,0.31,0.14610675
0.769,0.924,0.620255496
0.91,0.974,0.833825943
0.336166667,0.322666667,0.199125904
0.854790476,0.764498997,0.858890241
0.345,0.31,0.181072912
0.11,0.192,0.140337396
0.3538,0.379230952,0.190900669
0.30765,0.338,0.375822182
0.792,0.8,0.743975889
0.282,0.3006,0.161730272
0.52,0.487,0.49990795
0.978633333,0.968336772,0.886270608
0.104,0.073,0.126064773
0.320333333,0.26,0.288947137
0.876,0.922,0.851725111
0.386,0.326905882,0.265152262
0.643333333,0.858,0.607451874
0.186,0.115333333,0.252494652
0.068,0.035,0.124351299
0.77,0.82998254,0.856256116
0.4125,0.555,0.437821878
0.825,0.875151515,0.74557797
0.889114286,0.910366234,0.888290155
0.850333333,0.716266667,0.864102487
0.391333333,0.347,0.545564074
0.3645,0.369,0.296648863
0.229666667,0.225,0.221502931
0.574761905,0.556565873,0.347920436
0.524857143,0.550619048,0.623173985
0.430333333,0.471333333,0.32267507
0.7132,0.747,0.75130884
0.178,0.160666667,0.148678136
0.056,0.056,0.126057944
0.723,0.609,0.723886418
0.753,0.878,0.764586687
0.798,0.889142857,0.702216332
0.964,0.994,0.881495679
0.888,0.9495,0.846894323
0.8408,0.709,0.848573546
0.82,0.946,0.539349566
0.628888889,0.597,0.768662256
0.88,0.856333333,0.837501644
0.996,0.996606207,0.873894319
0.432,0.363571429,0.664199188
0.468666667,0.437866667,0.586725412
0.6882,0.847228385,0.63203562
0.38,0.484,0.248144846
0.635310935,0.577991775,0.412897817
0.3158,0.392,0.702518484
0.428148485,0.370775397,0.322305597
0.210666667,0.067888889,0.273756459
0.114,0.04,0.235583354
0.705,0.68925,0.772433499
0.665666667,0.703333333,0.430804787
0.311105556,0.25597603,0.276179247
0.453233333,0.318460073,0.465334532
0.93,0.892366999,0.870340258
0.726,0.702,0.812653142
0.0348,0.018105263,0.105360047
0.446333333,0.39,0.328744871
0.948,0.978,0.883696675
0.4629,0.507333333,0.471585527
0.626666667,0.711666667,0.755808375
0.5256,0.5819,0.309056204
0.496833333,0.451495238,0.315854806
0.208666667,0.040666667,0.240977044
0.9,0.865,0.840225481
0.39,0.461,0.181801532
0.408,0.404,0.261304331
0.896,0.974,0.888828837
0.314,0.36,0.620023216
0.922666667,0.819666667,0.848812517
0.862333333,0.938,0.843992427
0.796,0.948,0.772680389
0.748,0.851,0.568976277
0.651,0.645047619,0.793712158
0.904,0.951,0.805722539
0.072,0.038,0.142861904
0.162,0.086,0.150839145
0.763,0.75125,0.769040076
0.24130303,0.111833333,0.117538106
0.4623,0.464666667,0.314121613
0.136,0.0823,0.25175588
0.362,0.237,0.628715854
0.412,0.627,0.522905711
0.667333333,0.655,0.854262661
0.454666667,0.452,0.259584317
0.816980952,0.873322129,0.775813457
0.366333333,0.3,0.315521996
0.763,0.881333333,0.869989979
0.38,0.405333333,0.44416395
0.608,0.517666667,0.775348279
0.478,0.429,0.336371619
0.354,0.4074,0.203371945
0.970742857,0.97500695,0.892373327
0.101466667,0.09225,0.142566332
0.94,0.974,0.865114871
0.644,0.579295238,0.641725075
0.877,0.867333333,0.890784947
0.954,0.939,0.889663195
0.494,0.717166667,0.296166049
0.816,0.847,0.849940951
0.364,0.246,0.322133026
0.446333333,0.418,0.555234674
0.954,1,0.828634597
0.81,0.906,0.793733134
0.65,0.663425926,0.664170946
0.698,0.742,0.79239883
0.416666667,0.439,0.212262732
0.336,0.162,0.282274231
0.761333333,0.767,0.787430326
0.826033333,0.92009,0.788509042
0.208,0.361,0.132901104
0.069,0.032340394,0.118099869
0.178,0.15,0.166868902
0.234137179,0.154860317,0.27325205
0.5676,0.499,0.504589015
0.42,0.532,0.470406998
0.310666667,0.356,0.25520475
0.148,0.148,0.118794944
0.054,0.0065,0.158719939
0.366,0.128,0.247176991
0.1168,0.049833333,0.127134134
0.438333333,0.526133333,0.487976622
0.408,0.342166667,0.293615687
0.461666667,0.504,0.229732593
0.348166667,0.356333333,0.345310871
0.682,0.327,0.79598392
0.7312,0.6375,0.780110004
0.718,0.866,0.701008828
0.302,0.337,0.185831942
0.6595,0.626933333,0.812155254
0.5836,0.528,0.721237744
0.647366667,0.761032468,0.82550669
0.433285714,0.3956,0.360989689
0.968,0.971833333,0.898774301
0.782,0.822833333,0.827269081
0.864,0.936,0.757668971
0.3038,0.1815,0.351193045
0.552,0.55,0.728082619
0.795714286,0.731333333,0.853016368
0.278,0.274,0.281403036
0.848,0.694,0.881381639
0.882,0.944,0.868246194
0.5325,0.582,0.765672858
0.934666667,0.96,0.852371624
0.564,0.697238095,0.387763139
0.188,0.196,0.20647465
0.312,0.354,0.179740387
0.195166667,0.174615385,0.151891006
0.689333333,0.641225389,0.806317704
0.792,0.774,0.885360594
0.662,0.609980952,0.331871315
0.176,0.212,0.110453553
0.29,0.323666667,0.159298393
0.958,0.958,0.8867915
0.578,0.616,0.700484291
0.922,0.934,0.87404414
0.693333333,0.736,0.683416867
0.287,0.234,0.323611309
0.522416667,0.719182796,0.599687279
0.6885,0.906391667,0.70167906
0.58,0.572,0.517759358
0.348,0.171,0.646283405
0.716614286,0.746289752,0.774741426
0.456,0.55,0.482890881
0.432,0.439,0.309967786
0.766,0.75,0.805113275
0.462,0.486666667,0.738784758
0.906,0.976,0.856919031
0.901333333,0.954666667,0.847071433
0.05,0.012,0.13423558
0.747,0.789833333,0.801408376
0.275,0.325,0.13918088
0.807,0.76,0.805664843
0.5695,0.54,0.741487801
0.862,0.958,0.855870655
0.934,0.98,0.852623237
0.376,0.325,0.6486815
0.288927273,0.2795,0.198226735
0.581,0.6702,0.774115521
0.376,0.216,0.703088553
0.56,0.59,0.655467164
0.968,0.998,0.847148537
0.576,0.397,0.59515414
0.939,0.953333333,0.880231756
0.935,0.98,0.813295665
0.958,0.977666667,0.84878973
0.790166667,0.784,0.75788447
0.2805,0.217666667,0.223660533
0.91,0.96435,0.879536051
0.797,0.822571429,0.826495381
0.751666667,0.781057143,0.825943627
0.484,0.475,0.464173976
0.394666667,0.453666667,0.365395333
0.788,0.858,0.810113808
0.76,0.930666667,0.771516032
0.726666667,0.896666667,0.576238048
0.437333333,0.654,0.604825222
0.286,0.367,0.306959263
0.867891317,0.906957864,0.737636158
0.5685,0.611666667,0.759091366
0.282633333,0.178,0.232693466
0.4,0.332,0.626373311
0.259,0.172,0.315211867
0.332,0.377666667,0.170117262
0.53,0.764,0.301347227
0.5225,0.688,0.297912266
0.086,0.064,0.160603827
0.206,0.168,0.209503057
0.177,0.133333333,0.145875941
0.241757143,0.230419048,0.168644473
0.05,0.018333333,0.147921247
0.788,0.8,0.872452617
0.478,0.633015385,0.722801095
0.022,0.008,0.098046341
0.872,0.95,0.887021506
0.348,0.386,0.282888718
0.184,0.086,0.24681333
0.531,0.340599206,0.769615119
0.6795,0.724,0.757780604
0.655666667,0.650733333,0.742406655
0.901638889,0.916885393,0.877645227
0.306,0.249,0.262851241
0.554920635,0.773102778,0.695318728
0.709,0.7493,0.84482857
0.545142857,0.569826912,0.427529249
0.947,0.889719841,0.805376243
0.078848485,0.094083595,0.109078184
0.717142857,0.688014286,0.795684976
0.47,0.53,0.422587233
0.882666667,0.968214935,0.801972039
0.254,0.138,0.209504263
0.954,0.975,0.881516118
0.841333333,0.961,0.724809449
0.72,0.895,0.737540899
0.328,0.324,0.323423683
0.88,0.938,0.873424574
0.688,0.678,0.393787849
0.016666667,0.01,0.107791315
0.508,0.4494,0.560334074
0.809333333,0.727480952,0.830101979
0.228666667,0.139333333,0.213071842
0.522666667,0.828,0.805907634
0.344733333,0.222,0.256470444
0.986,0.992,0.849942846
0.325,0.354,0.565616983
0.821166667,0.905,0.816628106
0.388,0.149,0.380353951
0.383115152,0.563166667,0.241194516
0.378,0.388,0.262327311
0.926,0.932666667,0.89162876
0.9451,0.98,0.859323842
0.5184,0.286,0.690559305
0.964,0.98,0.890879433
0.472,0.426333333,0.272886837
0.921951515,0.949512798,0.761069688
0.494,0.484,0.355292342
0.502,0.464,0.573071595
0.07,0.079,0.094562817
0.587666667,0.704,0.793791147
0.328,0.254166667,0.561977099
0.34,0.355,0.178929873
0.468666667,0.689,0.462725188
0.356933333,0.295370287,0.392689
0.455,0.387,0.788785914
0.682661039,0.772620423,0.790146291
0.265,0.223790476,0.23970519
0.419666667,0.37,0.332729467
0.7625,0.89,0.810994265
0.670809524,0.733666667,0.717243356
0.288,0.094,0.418506147
0.6441,0.675,0.831188342
0.3157,0.265066667,0.230050873
0.688,0.541,0.652371954
0.94,0.976,0.886469016
0.233,0.1634,0.172824791
0.332,0.366,0.208703572
0.972,0.978,0.898227824
0.589,0.802,0.371401798
0.7705,0.739066667,0.872661071
0.658,0.838,0.583879874
0.801333333,0.90175,0.67559673
0.694333333,0.65497201,0.759161132
0.862,0.932,0.83461709
0.952,0.958,0.889423116
0.344,0.347,0.30756052
0.824,0.883,0.650143717
0.133619048,0.144166667,0.162631055
0.585333333,0.414,0.392824861
0.157333333,0.141066667,0.139480746
0.7785,0.691,0.557771421
0.38,0.471,0.400786516
0.466826611,0.610438095,0.41151259
0.912,0.869,0.901144791
0.9026,0.871,0.849326821
0.552421569,0.775325397,0.677960836
0.293333333,0.23,0.140395153
0.167466667,0.179,0.151805167
0.132285714,0.103,0.338087694
0.172,0.1,0.149629263
0.405266667,0.39705,0.242289278
0.673666667,0.642,0.667954904
0.676,0.712,0.767100232
0.94,0.95,0.87046786
0.439333333,0.394466667,0.532994686
0.244833333,0.21,0.216834264
0.971,0.963,0.866136903
0.434,0.407833333,0.2306689
0.96,0.94775,0.904700393
0.236,0.1368,0.179538849
0.221041342,0.294689899,0.212422243
0.949,0.962,0.868492794
0.544,0.511333333,0.593850848
0.912,0.902,0.879519172
0.331333333,0.323,0.218935653
0.274285714,0.4154,0.243054941
0.64,0.624,0.612323572
0.776,0.837333333,0.836720004
0.42,0.388,0.260815378
0.447333333,0.4928,0.752489765
0.306666667,0.1689,0.524651894
0.346,0.418,0.232922765
0.9872,0.994359307,0.876126705
0.389,0.418,0.197609259
0.184,0.204333333,0.133884924
0.5235,0.491666667,0.840029636
0.508666667,0.402933333,0.379784692
0.974,0.9846,0.887652077
0.5885,0.825333333,0.770872103
0.11845098,0.077324059,0.104568137
0.72,0.803833333,0.751719899
0.470171429,0.551038095,0.534605507
0.742666667,0.588,0.753653991
0.331333333,0.286333333,0.688013425
0.231311111,0.119558947,0.52571181
0.752,0.856,0.770640181
0.934,0.947333333,0.825229616
0.872,0.964,0.831178329
0.656333333,0.682555556,0.869278967
0.894,0.928,0.808080923
0.543666667,0.532,0.278847455
0.973333333,0.984,0.88981062
0.573166667,0.802225397,0.706225473
0.242,0.324,0.265976985
0.160666667,0.072,0.139468462
0.391,0.496,0.273920983
0.228666667,0.1447,0.195275448
0.70142381,0.793462996,0.712704546
0.584,0.525333333,0.671969106
0.204,0.188,0.170334973
0.5052,0.5825,0.358440794
0.214,0.070666667,0.573362272
0.862,0.985,0.894934738
0.358,0.282,0.182531667
0.739809524,0.875566667,0.427244851
0.809666667,0.644714286,0.560635386
0.309566667,0.3776,0.213700199
0.230666667,0.204666667,0.208915913
0.47,0.313,0.330013159
0.894,0.971,0.865417575
0.331133333,0.266833333,0.299675668
0.838666667,0.735333333,0.895748706
0.89,0.964,0.685146883
0.668,0.696,0.773192164
0.688,0.676285714,0.777203947
0.306,0.311333333,0.225957064
0.68,0.68,0.490637436
0.875166667,0.966,0.883050388
0.292,0.281,0.357302754
0.541833333,0.610766667,0.642391773
0.0935,0.138,0.103116396
0.2096,0.2285,0.183194356
0.424,0.427583333,0.224907975
0.288,0.298,0.23626623
0.836,0.880333333,0.788356677
0.565,0.5873,0.770213127
0.591119048,0.3682,0.817408382
0.468,0.471,0.616921224
0.551583333,0.756616667,0.752408993
0.7848,0.887,0.74521679
0.48,0.465,0.313353151
0.232,0.241866667,0.182006982
0.362,0.365,0.428520877
0.376,0.47,0.219855463
0.85,0.841333333,0.848388999
0.826666667,0.720260317,0.836497894
0.236,0.088,0.283488412
0.849428571,0.931333333,0.816240842
0.984,0.988666667,0.892195025
0.7499,0.828530952,0.710585845
0.650833333,0.657616667,0.665846708
0.198,0.022,0.242581368
0.581,0.592285714,0.545647668
0.902,0.890333333,0.845100474
